ID,Name,Cuisines,Address,City,Rating,Rating_text,Votes,Price Range,Online Delivery,Table Booking,Average Cost for Two,Photo_urls,Menu_urls
1263,2796,1777,12,89,16,0,47,0,0,0,43,4360,4360
5584,6310,1311,8538,89,17,0,32,0,0,0,36,8047,8047
6178,2686,1266,3669,89,12,0,6,0,0,0,36,4203,4203
3699,5560,1525,7845,89,15,0,24,1,0,0,55,7207,7207
7614,3364,1311,5202,89,10,0,15,1,1,0,61,4881,4881
1217,3627,1311,3164,89,15,0,18,0,0,0,27,5228,5228
4134,6311,1334,1198,89,16,0,17,0,1,0,54,8049,8049
8030,4862,178,3397,89,14,0,6,0,0,0,32,6431,6431
6139,1679,1434,5639,89,13,0,8,1,0,1,66,3139,3139
9173,7112,1334,7103,89,14,0,8,1,0,0,55,8734,8734
1616,3447,565,1850,89,13,0,10,0,0,0,43,4968,4968
6253,4162,1378,6256,89,14,0,9,0,0,0,50,5729,5729
8835,4606,775,127,89,13,0,5,0,0,0,36,6182,6182
2978,5283,178,3050,89,14,0,7,0,0,0,47,6934,6934
6998,1338,1799,8541,89,0,3,2,0,0,0,43,2759,2759
1649,5447,1266,2891,89,12,0,6,0,0,0,32,7107,7107
7555,2729,1661,4954,89,13,0,4,0,0,0,47,4273,4273
5691,6843,1519,7004,89,0,3,2,1,0,0,61,8487,8487
1256,2797,1311,878,89,0,3,2,0,0,0,32,4362,4362
4214,6687,1501,3060,89,22,2,872,2,0,1,81,8359,8359
6109,2186,386,815,89,30,1,874,1,0,0,61,3712,3712
3599,4886,1089,2655,89,23,5,678,2,1,1,88,9119,9119
2521,1319,332,6406,89,22,2,981,1,0,0,55,2719,2719
1610,76,734,1860,51,25,5,799,3,0,1,105,1341,1341
2676,5349,457,1442,89,26,5,995,1,0,0,68,7008,7008
306,3827,818,6829,89,25,5,961,3,1,1,99,5396,5396
2841,1152,1563,6425,89,28,1,944,2,0,0,75,2571,2571
5646,3118,1779,8481,89,22,2,858,1,0,0,63,4674,4674
3058,2272,730,4752,89,24,5,671,2,0,1,88,3773,3773
7935,6818,744,4155,89,24,5,383,2,0,0,79,8466,8466
5810,3294,1416,6922,89,21,2,795,2,0,1,75,4829,4829
1021,2126,1362,7378,51,27,5,990,2,0,0,88,3646,3646
8501,4777,125,4542,89,30,1,268,3,0,0,92,6353,6353
121,3418,1293,736,89,23,5,999,1,0,0,66,4933,4933
6651,1838,628,4341,51,26,5,619,2,1,1,81,13,13
213,2778,1519,2608,89,27,5,996,2,1,0,81,4342,4342
2393,5075,1311,6943,89,26,5,809,2,1,1,84,6698,6698
3068,2052,1048,3505,89,25,5,940,2,1,1,79,3498,3498
7085,4063,1276,1196,89,32,1,402,3,0,0,121,5596,5596
4214,6687,1501,3060,89,22,2,872,2,0,1,81,8359,8359
6109,2186,386,815,89,30,1,874,1,0,0,61,3712,3712
3599,4886,1089,2655,89,23,5,678,2,1,1,88,9119,9119
2521,1319,332,6406,89,22,2,981,1,0,0,55,2719,2719
1610,76,734,1860,51,25,5,799,3,0,1,105,1341,1341
2676,5349,457,1442,89,26,5,995,1,0,0,68,7008,7008
306,3827,818,6829,89,25,5,961,3,1,1,99,5396,5396
2841,1152,1563,6425,89,28,1,944,2,0,0,75,2571,2571
5646,3118,1779,8481,89,22,2,858,1,0,0,63,4674,4674
3058,2272,730,4752,89,24,5,671,2,0,1,88,3773,3773
7935,6818,744,4155,89,24,5,383,2,0,0,79,8466,8466
5810,3294,1416,6922,89,21,2,795,2,0,1,75,4829,4829
1021,2126,1362,7378,51,27,5,990,2,0,0,88,3646,3646
8501,4777,125,4542,89,30,1,268,3,0,0,92,6353,6353
121,3418,1293,736,89,23,5,999,1,0,0,66,4933,4933
6651,1838,628,4341,51,26,5,619,2,1,1,81,13,13
213,2778,1519,2608,89,27,5,996,2,1,0,81,4342,4342
2393,5075,1311,6943,89,26,5,809,2,1,1,84,6698,6698
3068,2052,1048,3505,89,25,5,940,2,1,1,79,3498,3498
7085,4063,1276,1196,89,32,1,402,3,0,0,121,5596,5596
1259,4844,1311,6463,89,14,0,15,1,0,0,59,6416,6416
3215,5264,1239,7999,89,15,0,11,0,0,0,27,6915,6915
2466,374,1758,6079,89,14,0,19,0,0,0,20,1667,1667
1243,4212,1311,3861,89,13,0,14,0,0,0,32,5770,5770
2462,134,1519,348,89,14,0,14,0,0,0,54,1381,1381
4103,2632,988,4007,89,14,0,8,0,0,0,50,4122,4122
2468,1889,1519,2714,89,13,0,14,1,0,0,59,3339,3339
5727,4507,1396,4055,89,11,0,5,0,0,0,47,6075,6075
9370,6414,550,8454,89,0,3,3,0,0,0,47,8128,8128
3749,5058,1725,4062,89,12,0,10,1,0,0,59,6672,6672
2471,5256,1758,6078,89,14,0,13,0,0,0,20,6907,6907
2457,1307,1519,4045,89,11,0,9,1,0,0,55,2712,2712
5730,4972,1631,4111,89,11,0,6,0,0,0,54,6549,6549
2629,1387,1311,4162,89,13,0,10,0,0,0,36,2812,2812
1246,5671,1311,1359,89,13,0,9,0,0,0,27,7334,7334
7651,7417,1311,4218,89,0,3,3,0,0,0,43,9033,9033
3214,4562,583,107,89,11,0,11,0,0,0,43,6133,6133
3315,5044,1334,6438,89,11,0,11,0,0,0,43,6657,6657
8605,4347,187,2446,89,0,3,0,1,0,0,55,5912,5912
7076,295,1311,106,89,12,0,6,0,0,0,54,1574,1574
8749,1736,519,6252,89,0,3,1,0,0,0,43,3201,3201
7699,3284,1311,6252,89,0,3,1,0,0,0,36,4816,4816
5837,1104,332,4539,89,0,3,0,0,0,0,54,2514,2514
7636,4883,1311,7134,89,0,3,1,0,0,0,50,6455,6455
7634,4478,1623,7149,89,0,3,0,0,0,0,43,6043,6043
8743,169,178,6260,89,0,3,0,0,0,0,36,1419,1419
9188,1248,178,3663,89,0,3,0,1,0,0,55,2666,2666
6666,5245,1635,6556,89,0,3,0,0,0,0,36,6895,6895
8185,7122,1311,3327,89,0,3,0,0,0,0,32,8745,8745
8842,7128,1353,7296,89,0,3,0,0,0,0,36,8751,8751
8847,5562,1707,5537,89,0,3,0,0,0,0,32,7208,7208
8844,2938,830,3195,89,0,3,0,0,0,0,36,4512,4512
8745,2412,519,8864,89,0,3,0,0,0,0,43,3892,3892
8074,3305,498,3157,89,0,3,0,0,0,0,32,4842,4842
8751,5235,1758,7537,89,0,3,0,0,0,0,27,6884,6884
4129,2067,1386,4171,89,16,0,34,0,0,0,50,3511,3511
3702,2108,1631,3646,89,11,0,31,1,0,0,63,3620,3620
2465,3242,1311,6080,89,16,0,40,0,0,0,27,4783,4783
1245,7258,1334,114,89,14,0,22,1,0,0,59,8877,8877
2452,3007,498,4676,89,16,0,27,0,0,0,43,4571,4571
4214,6687,1501,3060,89,22,2,872,2,0,1,81,8359,8359
6109,2186,386,815,89,30,1,874,1,0,0,61,3712,3712
3599,4886,1089,2655,89,23,5,678,2,1,1,88,9119,9119
2521,1319,332,6406,89,22,2,981,1,0,0,55,2719,2719
1610,76,734,1860,51,25,5,799,3,0,1,105,1341,1341
2676,5349,457,1442,89,26,5,995,1,0,0,68,7008,7008
306,3827,818,6829,89,25,5,961,3,1,1,99,5396,5396
2841,1152,1563,6425,89,28,1,944,2,0,0,75,2571,2571
5646,3118,1779,8481,89,22,2,858,1,0,0,63,4674,4674
3058,2272,730,4752,89,24,5,671,2,0,1,88,3773,3773
7935,6818,744,4155,89,24,5,383,2,0,0,79,8466,8466
5810,3294,1416,6922,89,21,2,795,2,0,1,75,4829,4829
1021,2126,1362,7378,51,27,5,990,2,0,0,88,3646,3646
8501,4777,125,4542,89,30,1,268,3,0,0,92,6353,6353
121,3418,1293,736,89,23,5,999,1,0,0,66,4933,4933
6651,1838,628,4341,51,26,5,619,2,1,1,81,13,13
213,2778,1519,2608,89,27,5,996,2,1,0,81,4342,4342
2393,5075,1311,6943,89,26,5,809,2,1,1,84,6698,6698
3068,2052,1048,3505,89,25,5,940,2,1,1,79,3498,3498
7085,4063,1276,1196,89,32,1,402,3,0,0,121,5596,5596
6321,6035,1519,7742,89,14,0,7,0,0,0,50,7726,7726
7009,1303,830,8531,89,0,3,3,0,0,0,43,2710,2710
1658,174,1759,2047,89,11,0,7,0,0,0,10,1424,1424
8533,1228,178,4552,89,0,3,1,0,0,0,47,2636,2636
6573,5104,1311,4436,89,13,0,4,0,0,0,50,6740,6740
2234,5803,569,2140,89,0,3,3,0,0,0,36,7489,7489
3829,5118,1311,6288,89,12,0,4,0,0,0,32,6768,6768
1253,4795,1519,1781,89,0,3,2,1,0,0,61,6372,6372
5950,1182,830,5145,89,0,3,2,0,0,0,36,2598,2598
8606,2677,843,4572,89,0,3,1,0,0,0,50,4191,4191
7644,1191,498,6288,89,0,3,1,0,0,0,47,2607,2607
6584,7002,1707,8120,89,0,3,1,0,0,0,32,8621,8621
6241,5346,178,7965,89,0,3,1,0,0,0,50,7006,7006
8246,1440,1519,4234,89,0,3,1,1,0,0,55,2859,2859
8399,812,1311,6994,89,0,3,0,0,0,0,36,2137,2137
6873,1992,1334,956,89,0,3,0,0,0,0,50,3444,3444
8286,7428,1326,4014,89,0,3,0,0,0,0,43,9052,9052
5649,1057,187,848,89,0,3,0,0,0,0,43,2402,2402
9409,5370,1525,7295,89,0,3,0,1,0,0,59,7030,7030
6702,5810,1311,6452,89,0,3,0,0,0,0,32,7495,7495
1671,4025,1394,2592,89,7,4,166,0,1,0,50,5575,5575
4043,7214,332,4994,89,22,2,96,0,1,0,47,8818,8818
2191,2334,202,3382,89,17,0,188,0,1,0,32,3823,3823
1669,63,830,588,89,18,2,145,1,1,0,55,1329,1329
6015,6796,332,3175,89,19,2,100,1,0,0,67,8451,8451
5884,4290,1334,6437,89,14,0,177,0,1,0,43,5842,5842
55,2108,1631,1780,89,11,0,102,1,0,0,63,3603,3603
818,6123,58,4995,89,8,0,163,1,1,0,55,7847,7847
3296,5802,1731,5173,89,16,0,121,1,1,1,66,7474,7474
537,1432,1525,5131,89,17,0,135,1,0,0,66,2869,2869
1633,2108,1631,7072,89,7,4,113,1,0,0,63,3584,3584
981,7246,1334,3722,89,5,4,120,1,1,0,55,8859,8859
161,4471,1591,4769,89,4,4,121,0,1,0,50,6033,6033
3368,5373,1353,4735,89,9,0,86,2,1,1,75,7032,7032
809,3385,1565,4157,89,11,0,103,1,1,0,59,4902,4902
2826,3466,1519,8490,89,7,4,117,1,1,0,61,4999,4999
820,826,1582,1779,89,17,0,81,1,0,0,55,2179,2179
363,1674,1378,4736,89,10,0,132,2,0,1,75,3136,3136
1729,3633,1707,8829,89,17,0,99,0,0,0,36,5234,5234
6269,4341,192,7003,89,20,2,50,1,1,0,55,5905,5905
6676,7085,187,3688,89,0,3,0,0,0,0,36,8711,8711
3506,447,498,3592,89,11,0,14,0,0,0,47,1740,1740
6671,3623,830,6278,89,15,0,12,0,0,0,32,5224,5224
8229,4450,519,5062,89,16,0,12,0,0,0,43,6011,6011
6223,5874,178,1013,89,15,0,10,0,0,0,50,7559,7559
8218,2901,953,7565,89,14,0,7,0,1,0,47,4483,4483
3676,6301,1334,4207,89,7,4,10,0,1,0,43,8038,8038
7439,6574,1730,4212,89,12,0,4,0,0,0,50,8275,8275
6383,3752,550,4120,89,13,0,6,0,0,0,50,5340,5340
6046,5067,202,946,89,14,0,5,0,0,0,54,6690,6690
1652,642,1239,2769,89,12,0,5,0,0,0,20,1909,1909
8210,5626,178,4102,89,0,3,0,0,0,0,32,7285,7285
9126,6828,1564,5298,89,0,3,1,1,0,1,66,8474,8474
8898,4514,830,4208,89,0,3,0,0,0,0,20,6082,6082
7640,5448,759,3681,89,0,3,1,0,0,0,43,7108,7108
8196,2781,1378,4121,89,0,3,0,1,0,0,55,4343,4343
8276,4757,178,3564,89,0,3,0,0,0,0,43,6338,6338
8877,7174,1311,4377,89,0,3,0,0,0,0,50,8795,8795
7643,6169,1559,680,89,0,3,0,0,0,0,43,7928,7928
8191,2699,1240,3570,89,0,3,0,0,0,0,27,4221,4221
5097,434,115,579,140,16,0,26,1,0,0,5,9574,9574
4284,4229,427,4258,70,29,1,530,2,0,0,66,1075,1075
5403,892,617,3067,132,26,5,88,0,0,0,2,9502,9502
5087,6094,115,2557,78,12,0,11,1,0,0,4,1187,1187
4348,10,338,6746,52,24,5,374,1,0,0,50,808,808
4278,7213,1034,1751,70,26,5,712,2,0,0,71,1083,1083
9447,452,17,811,119,21,2,28,2,0,0,10,9341,9341
9451,451,484,768,119,15,0,33,3,0,0,15,9340,9340
5093,6625,621,577,37,19,2,29,0,0,0,1,651,651
5076,4934,163,6976,128,24,5,87,1,0,0,4,9437,9437
5077,2552,273,1469,65,21,2,97,0,0,0,1,1039,1039
5072,890,368,344,53,21,2,192,1,0,0,4,849,849
5399,6423,67,6708,91,19,2,30,2,0,0,8,9074,9074
5078,697,305,2756,58,20,2,100,0,0,0,1,894,894
5095,3700,1081,1865,134,26,5,204,3,0,0,14,9505,9505
5507,6902,318,1915,137,22,2,156,1,0,0,5,9547,9547
4634,590,208,448,106,24,5,665,1,0,0,50,9188,9188
5485,676,12,198,103,16,0,9,1,0,0,5,9166,9166
7478,5517,138,524,28,14,0,6,1,0,0,5,503,503
5158,895,1673,1459,105,23,5,511,3,0,0,14,9186,9186
5097,434,115,579,140,16,0,26,1,0,0,5,9574,9574
4284,4229,427,4258,70,29,1,530,2,0,0,66,1075,1075
5403,892,617,3067,132,26,5,88,0,0,0,2,9502,9502
5087,6094,115,2557,78,12,0,11,1,0,0,4,1187,1187
4348,10,338,6746,52,24,5,374,1,0,0,50,808,808
4278,7213,1034,1751,70,26,5,712,2,0,0,71,1083,1083
9447,452,17,811,119,21,2,28,2,0,0,10,9341,9341
9451,451,484,768,119,15,0,33,3,0,0,15,9340,9340
5093,6625,621,577,37,19,2,29,0,0,0,1,651,651
5076,4934,163,6976,128,24,5,87,1,0,0,4,9437,9437
5077,2552,273,1469,65,21,2,97,0,0,0,1,1039,1039
5072,890,368,344,53,21,2,192,1,0,0,4,849,849
5399,6423,67,6708,91,19,2,30,2,0,0,8,9074,9074
5078,697,305,2756,58,20,2,100,0,0,0,1,894,894
5095,3700,1081,1865,134,26,5,204,3,0,0,14,9505,9505
5507,6902,318,1915,137,22,2,156,1,0,0,5,9547,9547
4634,590,208,448,106,24,5,665,1,0,0,50,9188,9188
5485,676,12,198,103,16,0,9,1,0,0,5,9166,9166
7478,5517,138,524,28,14,0,6,1,0,0,5,503,503
5158,895,1673,1459,105,23,5,511,3,0,0,14,9186,9186
1900,4091,839,1081,89,18,2,39,1,1,0,55,5660,5660
4200,4449,1778,4919,89,18,2,31,0,1,0,32,6009,6009
2196,6089,775,3848,89,18,2,31,0,0,0,20,7774,7774
1674,808,1266,1741,89,15,0,24,0,0,0,27,2130,2130
1080,3800,1334,7105,89,13,0,32,3,0,1,92,5373,5373
8028,6041,1334,4004,89,16,0,13,1,0,0,61,7731,7731
1055,1104,332,5367,89,13,0,29,0,0,0,54,2515,2515
2330,5251,519,3824,89,14,0,23,0,0,0,50,6901,6901
976,683,984,3849,89,17,0,21,0,0,0,43,1990,1990
1061,3538,984,5367,89,16,0,14,0,0,0,27,5135,5135
1290,4222,1597,3850,89,15,0,21,0,0,0,43,5783,5783
6024,5462,830,3853,89,11,0,11,0,0,0,36,7314,7314
9024,1614,759,7538,89,0,3,2,0,0,0,43,3074,3074
2552,7037,867,3437,89,16,0,21,0,0,0,43,8661,8661
458,1593,498,3450,89,13,0,13,0,0,0,47,3051,3051
2646,448,1311,13,89,17,0,18,0,0,0,43,1741,1741
1081,6413,1311,7105,89,14,0,18,3,0,1,94,8127,8127
460,179,1713,495,89,14,0,14,0,0,0,47,1429,1429
6640,2632,988,8170,89,16,0,13,0,0,0,50,4123,4123
7828,1482,1266,7893,89,15,0,9,0,0,0,32,2917,2917
5097,434,115,579,140,16,0,26,1,0,0,5,9574,9574
4284,4229,427,4258,70,29,1,530,2,0,0,66,1075,1075
5403,892,617,3067,132,26,5,88,0,0,0,2,9502,9502
5087,6094,115,2557,78,12,0,11,1,0,0,4,1187,1187
4348,10,338,6746,52,24,5,374,1,0,0,50,808,808
4278,7213,1034,1751,70,26,5,712,2,0,0,71,1083,1083
9447,452,17,811,119,21,2,28,2,0,0,10,9341,9341
9451,451,484,768,119,15,0,33,3,0,0,15,9340,9340
5093,6625,621,577,37,19,2,29,0,0,0,1,651,651
5076,4934,163,6976,128,24,5,87,1,0,0,4,9437,9437
5077,2552,273,1469,65,21,2,97,0,0,0,1,1039,1039
5072,890,368,344,53,21,2,192,1,0,0,4,849,849
5399,6423,67,6708,91,19,2,30,2,0,0,8,9074,9074
5078,697,305,2756,58,20,2,100,0,0,0,1,894,894
5095,3700,1081,1865,134,26,5,204,3,0,0,14,9505,9505
5507,6902,318,1915,137,22,2,156,1,0,0,5,9547,9547
4634,590,208,448,106,24,5,665,1,0,0,50,9188,9188
5485,676,12,198,103,16,0,9,1,0,0,5,9166,9166
7478,5517,138,524,28,14,0,6,1,0,0,5,503,503
5158,895,1673,1459,105,23,5,511,3,0,0,14,9186,9186
5097,434,115,579,140,16,0,26,1,0,0,5,9574,9574
4284,4229,427,4258,70,29,1,530,2,0,0,66,1075,1075
5403,892,617,3067,132,26,5,88,0,0,0,2,9502,9502
5087,6094,115,2557,78,12,0,11,1,0,0,4,1187,1187
4348,10,338,6746,52,24,5,374,1,0,0,50,808,808
4278,7213,1034,1751,70,26,5,712,2,0,0,71,1083,1083
9447,452,17,811,119,21,2,28,2,0,0,10,9341,9341
9451,451,484,768,119,15,0,33,3,0,0,15,9340,9340
5093,6625,621,577,37,19,2,29,0,0,0,1,651,651
5076,4934,163,6976,128,24,5,87,1,0,0,4,9437,9437
5077,2552,273,1469,65,21,2,97,0,0,0,1,1039,1039
5072,890,368,344,53,21,2,192,1,0,0,4,849,849
5399,6423,67,6708,91,19,2,30,2,0,0,8,9074,9074
5078,697,305,2756,58,20,2,100,0,0,0,1,894,894
5095,3700,1081,1865,134,26,5,204,3,0,0,14,9505,9505
5507,6902,318,1915,137,22,2,156,1,0,0,5,9547,9547
4634,590,208,448,106,24,5,665,1,0,0,50,9188,9188
5485,676,12,198,103,16,0,9,1,0,0,5,9166,9166
7478,5517,138,524,28,14,0,6,1,0,0,5,503,503
5158,895,1673,1459,105,23,5,511,3,0,0,14,9186,9186
5097,434,115,579,140,16,0,26,1,0,0,5,9574,9574
4284,4229,427,4258,70,29,1,530,2,0,0,66,1075,1075
5403,892,617,3067,132,26,5,88,0,0,0,2,9502,9502
5087,6094,115,2557,78,12,0,11,1,0,0,4,1187,1187
4348,10,338,6746,52,24,5,374,1,0,0,50,808,808
4278,7213,1034,1751,70,26,5,712,2,0,0,71,1083,1083
9447,452,17,811,119,21,2,28,2,0,0,10,9341,9341
9451,451,484,768,119,15,0,33,3,0,0,15,9340,9340
5093,6625,621,577,37,19,2,29,0,0,0,1,651,651
5076,4934,163,6976,128,24,5,87,1,0,0,4,9437,9437
5077,2552,273,1469,65,21,2,97,0,0,0,1,1039,1039
5072,890,368,344,53,21,2,192,1,0,0,4,849,849
5399,6423,67,6708,91,19,2,30,2,0,0,8,9074,9074
5078,697,305,2756,58,20,2,100,0,0,0,1,894,894
5095,3700,1081,1865,134,26,5,204,3,0,0,14,9505,9505
5507,6902,318,1915,137,22,2,156,1,0,0,5,9547,9547
4634,590,208,448,106,24,5,665,1,0,0,50,9188,9188
5485,676,12,198,103,16,0,9,1,0,0,5,9166,9166
7478,5517,138,524,28,14,0,6,1,0,0,5,503,503
5158,895,1673,1459,105,23,5,511,3,0,0,14,9186,9186
5097,434,115,579,140,16,0,26,1,0,0,5,9574,9574
4284,4229,427,4258,70,29,1,530,2,0,0,66,1075,1075
5403,892,617,3067,132,26,5,88,0,0,0,2,9502,9502
5087,6094,115,2557,78,12,0,11,1,0,0,4,1187,1187
4348,10,338,6746,52,24,5,374,1,0,0,50,808,808
4278,7213,1034,1751,70,26,5,712,2,0,0,71,1083,1083
9447,452,17,811,119,21,2,28,2,0,0,10,9341,9341
9451,451,484,768,119,15,0,33,3,0,0,15,9340,9340
5093,6625,621,577,37,19,2,29,0,0,0,1,651,651
5076,4934,163,6976,128,24,5,87,1,0,0,4,9437,9437
5077,2552,273,1469,65,21,2,97,0,0,0,1,1039,1039
5072,890,368,344,53,21,2,192,1,0,0,4,849,849
5399,6423,67,6708,91,19,2,30,2,0,0,8,9074,9074
5078,697,305,2756,58,20,2,100,0,0,0,1,894,894
5095,3700,1081,1865,134,26,5,204,3,0,0,14,9505,9505
5507,6902,318,1915,137,22,2,156,1,0,0,5,9547,9547
4634,590,208,448,106,24,5,665,1,0,0,50,9188,9188
5485,676,12,198,103,16,0,9,1,0,0,5,9166,9166
7478,5517,138,524,28,14,0,6,1,0,0,5,503,503
5158,895,1673,1459,105,23,5,511,3,0,0,14,9186,9186
5097,434,115,579,140,16,0,26,1,0,0,5,9574,9574
4284,4229,427,4258,70,29,1,530,2,0,0,66,1075,1075
5403,892,617,3067,132,26,5,88,0,0,0,2,9502,9502
5087,6094,115,2557,78,12,0,11,1,0,0,4,1187,1187
4348,10,338,6746,52,24,5,374,1,0,0,50,808,808
4278,7213,1034,1751,70,26,5,712,2,0,0,71,1083,1083
9447,452,17,811,119,21,2,28,2,0,0,10,9341,9341
9451,451,484,768,119,15,0,33,3,0,0,15,9340,9340
5093,6625,621,577,37,19,2,29,0,0,0,1,651,651
5076,4934,163,6976,128,24,5,87,1,0,0,4,9437,9437
5077,2552,273,1469,65,21,2,97,0,0,0,1,1039,1039
5072,890,368,344,53,21,2,192,1,0,0,4,849,849
5399,6423,67,6708,91,19,2,30,2,0,0,8,9074,9074
5078,697,305,2756,58,20,2,100,0,0,0,1,894,894
5095,3700,1081,1865,134,26,5,204,3,0,0,14,9505,9505
5507,6902,318,1915,137,22,2,156,1,0,0,5,9547,9547
4634,590,208,448,106,24,5,665,1,0,0,50,9188,9188
5485,676,12,198,103,16,0,9,1,0,0,5,9166,9166
7478,5517,138,524,28,14,0,6,1,0,0,5,503,503
5158,895,1673,1459,105,23,5,511,3,0,0,14,9186,9186
5097,434,115,579,140,16,0,26,1,0,0,5,9574,9574
4284,4229,427,4258,70,29,1,530,2,0,0,66,1075,1075
5403,892,617,3067,132,26,5,88,0,0,0,2,9502,9502
5087,6094,115,2557,78,12,0,11,1,0,0,4,1187,1187
4348,10,338,6746,52,24,5,374,1,0,0,50,808,808
4278,7213,1034,1751,70,26,5,712,2,0,0,71,1083,1083
9447,452,17,811,119,21,2,28,2,0,0,10,9341,9341
9451,451,484,768,119,15,0,33,3,0,0,15,9340,9340
5093,6625,621,577,37,19,2,29,0,0,0,1,651,651
5076,4934,163,6976,128,24,5,87,1,0,0,4,9437,9437
5077,2552,273,1469,65,21,2,97,0,0,0,1,1039,1039
5072,890,368,344,53,21,2,192,1,0,0,4,849,849
5399,6423,67,6708,91,19,2,30,2,0,0,8,9074,9074
5078,697,305,2756,58,20,2,100,0,0,0,1,894,894
5095,3700,1081,1865,134,26,5,204,3,0,0,14,9505,9505
5507,6902,318,1915,137,22,2,156,1,0,0,5,9547,9547
4634,590,208,448,106,24,5,665,1,0,0,50,9188,9188
5485,676,12,198,103,16,0,9,1,0,0,5,9166,9166
7478,5517,138,524,28,14,0,6,1,0,0,5,503,503
5158,895,1673,1459,105,23,5,511,3,0,0,14,9186,9186
6397,2632,988,5040,89,13,0,5,0,0,0,43,4126,4126
3814,369,1334,3565,89,11,0,7,1,0,0,55,1660,1660
7009,1303,830,8531,89,0,3,3,0,0,0,43,2710,2710
1658,174,1759,2047,89,11,0,7,0,0,0,10,1424,1424
8533,1228,178,4552,89,0,3,1,0,0,0,47,2636,2636
7596,1157,1311,3775,89,0,3,2,0,0,0,20,2575,2575
8345,2671,1758,5015,89,0,3,3,0,0,0,20,4184,4184
2234,5803,569,2140,89,0,3,3,0,0,0,36,7489,7489
8376,6001,1707,8176,89,0,3,2,0,0,0,32,7688,7688
3828,155,1311,3584,89,0,3,3,0,0,0,43,1400,1400
3829,5118,1311,6288,89,12,0,4,0,0,0,32,6768,6768
7533,6806,1559,3335,89,0,3,1,0,0,0,20,8460,8460
7877,2467,1758,4927,89,0,3,2,0,0,0,27,3951,3951
8132,3090,979,196,89,0,3,1,0,0,0,50,4653,4653
7644,1191,498,6288,89,0,3,1,0,0,0,47,2607,2607
6241,5346,178,7965,89,0,3,1,0,0,0,50,7006,7006
7639,5794,1334,3919,89,0,3,1,0,0,0,32,7466,7466
9561,1970,178,4664,89,0,3,0,0,0,0,43,3426,3426
8399,812,1311,6994,89,0,3,0,0,0,0,36,2137,2137
8375,4098,1655,5043,89,0,3,0,0,0,0,27,5670,5670
5097,434,115,579,140,16,0,26,1,0,0,5,9574,9574
4284,4229,427,4258,70,29,1,530,2,0,0,66,1075,1075
5403,892,617,3067,132,26,5,88,0,0,0,2,9502,9502
5087,6094,115,2557,78,12,0,11,1,0,0,4,1187,1187
4348,10,338,6746,52,24,5,374,1,0,0,50,808,808
4278,7213,1034,1751,70,26,5,712,2,0,0,71,1083,1083
9447,452,17,811,119,21,2,28,2,0,0,10,9341,9341
9451,451,484,768,119,15,0,33,3,0,0,15,9340,9340
5093,6625,621,577,37,19,2,29,0,0,0,1,651,651
5076,4934,163,6976,128,24,5,87,1,0,0,4,9437,9437
5077,2552,273,1469,65,21,2,97,0,0,0,1,1039,1039
5072,890,368,344,53,21,2,192,1,0,0,4,849,849
5399,6423,67,6708,91,19,2,30,2,0,0,8,9074,9074
5078,697,305,2756,58,20,2,100,0,0,0,1,894,894
5095,3700,1081,1865,134,26,5,204,3,0,0,14,9505,9505
5507,6902,318,1915,137,22,2,156,1,0,0,5,9547,9547
4634,590,208,448,106,24,5,665,1,0,0,50,9188,9188
5485,676,12,198,103,16,0,9,1,0,0,5,9166,9166
7478,5517,138,524,28,14,0,6,1,0,0,5,503,503
5158,895,1673,1459,105,23,5,511,3,0,0,14,9186,9186
8207,4177,1774,2172,89,0,3,2,0,0,0,32,5742,5742
7107,7029,1714,3890,89,0,3,1,1,0,0,61,8643,8643
6852,4260,202,1129,89,0,3,0,0,0,0,32,5832,5832
9393,5184,1386,1971,89,0,3,0,0,0,0,43,7113,7113
6658,1751,115,8839,89,0,3,2,1,0,0,66,563,563
6626,2413,758,3459,89,0,3,2,1,0,0,55,759,759
6680,6251,953,6711,89,0,3,2,1,0,0,61,9435,9435
4214,6687,1501,3060,89,22,2,872,2,0,1,81,8359,8359
6109,2186,386,815,89,30,1,874,1,0,0,61,3712,3712
3599,4886,1089,2655,89,23,5,678,2,1,1,88,9119,9119
2521,1319,332,6406,89,22,2,981,1,0,0,55,2719,2719
1610,76,734,1860,51,25,5,799,3,0,1,105,1341,1341
2676,5349,457,1442,89,26,5,995,1,0,0,68,7008,7008
306,3827,818,6829,89,25,5,961,3,1,1,99,5396,5396
2841,1152,1563,6425,89,28,1,944,2,0,0,75,2571,2571
5646,3118,1779,8481,89,22,2,858,1,0,0,63,4674,4674
3058,2272,730,4752,89,24,5,671,2,0,1,88,3773,3773
7935,6818,744,4155,89,24,5,383,2,0,0,79,8466,8466
5810,3294,1416,6922,89,21,2,795,2,0,1,75,4829,4829
1021,2126,1362,7378,51,27,5,990,2,0,0,88,3646,3646
8501,4777,125,4542,89,30,1,268,3,0,0,92,6353,6353
121,3418,1293,736,89,23,5,999,1,0,0,66,4933,4933
6651,1838,628,4341,51,26,5,619,2,1,1,81,13,13
213,2778,1519,2608,89,27,5,996,2,1,0,81,4342,4342
2393,5075,1311,6943,89,26,5,809,2,1,1,84,6698,6698
3068,2052,1048,3505,89,25,5,940,2,1,1,79,3498,3498
7085,4063,1276,1196,89,32,1,402,3,0,0,121,5596,5596
