Cuisines,City,Rating_text,Price Range,Online Delivery,Table Booking,Average Cost for Two,cluster
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
1089,89,5,3.0,1,1,1800.0,0
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
653,90,0,2.0,0,0,500.0,0
1311,90,0,1.0,0,0,200.0,0
1279,90,3,1.0,0,0,400.0,0
1559,90,3,1.0,0,0,100.0,0
1525,90,3,2.0,0,0,500.0,0
1334,90,3,2.0,1,0,500.0,0
498,90,3,1.0,0,0,250.0,0
565,90,3,2.0,0,1,700.0,0
1559,90,3,2.0,0,0,500.0,0
202,90,3,1.0,0,0,250.0,0
1519,90,3,1.0,0,0,400.0,0
1311,90,3,1.0,0,0,400.0,0
843,90,5,1.0,0,0,400.0,0
836,90,5,1.0,0,0,200.0,0
1399,90,2,3.0,0,0,1200.0,0
192,90,5,2.0,1,0,500.0,0
1525,90,0,2.0,1,1,800.0,0
1519,90,5,2.0,1,0,500.0,0
498,90,2,2.0,1,0,700.0,0
766,90,2,1.0,0,0,250.0,0
1334,90,0,2.0,1,0,700.0,0
1334,90,0,2.0,0,0,700.0,0
1556,90,0,2.0,1,0,600.0,0
953,90,0,2.0,1,0,600.0,0
984,90,0,1.0,1,0,300.0,0
1525,90,0,2.0,0,0,650.0,0
830,90,0,1.0,1,0,250.0,0
1545,90,3,2.0,0,0,600.0,0
836,90,0,1.0,1,0,450.0,0
178,90,0,2.0,0,0,700.0,0
231,90,0,1.0,0,0,400.0,0
178,90,0,1.0,0,0,300.0,0
202,90,0,2.0,0,0,500.0,0
867,90,0,1.0,0,0,300.0,0
830,90,3,2.0,0,0,600.0,0
519,90,0,1.0,0,0,400.0,0
1334,90,0,2.0,0,0,550.0,0
1334,90,3,2.0,1,0,600.0,0
231,90,3,1.0,0,0,400.0,0
311,90,3,1.0,0,0,300.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
1089,89,5,3.0,1,1,1800.0,0
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
830,90,3,1.0,0,0,400.0,0
1707,90,3,1.0,0,0,200.0,0
1656,90,3,1.0,0,0,250.0,0
1564,90,3,1.0,0,0,300.0,0
1758,90,3,1.0,0,0,150.0,0
1334,90,3,2.0,0,0,500.0,0
1311,90,3,1.0,0,0,200.0,0
589,90,2,2.0,1,0,650.0,0
1334,90,5,2.0,0,1,800.0,0
1519,90,2,2.0,1,0,750.0,0
1519,90,2,2.0,1,0,900.0,0
423,90,0,1.0,0,0,400.0,0
1311,90,2,2.0,1,0,850.0,0
256,90,0,3.0,1,0,1000.0,0
345,90,0,2.0,0,0,500.0,0
1525,90,0,2.0,1,0,500.0,0
867,90,2,1.0,1,0,400.0,0
1311,90,0,2.0,1,0,600.0,0
250,90,0,2.0,1,0,550.0,0
1311,90,2,1.0,1,0,400.0,0
1519,90,2,2.0,1,0,700.0,0
1311,90,2,1.0,1,0,400.0,0
1519,90,2,2.0,1,0,700.0,0
466,90,2,2.0,1,0,500.0,0
1631,90,0,2.0,1,0,500.0,0
1519,90,0,2.0,1,0,550.0,0
178,90,3,1.0,0,0,200.0,0
187,90,0,1.0,0,0,350.0,0
1334,90,0,2.0,0,0,700.0,0
187,90,0,2.0,0,0,500.0,0
1556,90,0,2.0,1,0,600.0,0
953,90,0,2.0,1,0,600.0,0
984,90,0,1.0,1,0,300.0,0
1525,90,0,2.0,0,0,650.0,0
1707,90,0,1.0,1,0,300.0,0
1545,90,3,2.0,0,0,600.0,0
836,90,0,1.0,1,0,450.0,0
1282,90,0,2.0,1,0,500.0,0
860,90,0,3.0,1,0,1300.0,0
231,90,0,1.0,0,0,400.0,0
590,90,4,2.0,0,1,750.0,0
1063,90,0,2.0,1,0,650.0,0
202,90,0,1.0,0,0,150.0,0
830,90,0,2.0,1,0,500.0,0
1707,90,0,2.0,1,0,500.0,0
842,90,0,2.0,1,0,550.0,0
836,90,0,1.0,0,0,350.0,0
1266,90,2,1.0,0,0,250.0,0
1334,90,4,2.0,1,0,500.0,0
244,90,2,2.0,1,0,600.0,0
1525,90,4,2.0,1,1,800.0,0
1519,90,2,2.0,1,0,700.0,0
1311,90,2,1.0,1,0,400.0,0
1666,90,5,2.0,1,0,500.0,0
1356,90,0,1.0,0,0,450.0,0
1334,90,4,2.0,0,0,700.0,0
1334,90,4,3.0,1,1,1300.0,0
1334,90,0,1.0,1,0,450.0,0
1519,90,2,2.0,1,0,700.0,0
759,90,0,1.0,0,0,450.0,0
759,90,0,1.0,0,0,450.0,0
498,90,0,1.0,0,0,400.0,0
332,90,0,1.0,0,0,450.0,0
1656,90,0,1.0,0,0,400.0,0
1293,90,4,2.0,1,0,600.0,0
1334,90,4,2.0,1,0,800.0,0
1470,90,0,1.0,0,0,400.0,0
212,90,0,1.0,0,0,300.0,0
1525,90,3,2.0,0,0,600.0,0
187,90,3,1.0,0,0,300.0,0
250,90,3,1.0,0,0,300.0,0
1656,90,3,1.0,0,0,400.0,0
178,90,3,1.0,0,0,300.0,0
1311,90,3,1.0,0,0,450.0,0
1353,90,0,2.0,1,0,600.0,0
971,90,2,2.0,1,0,600.0,0
202,90,0,1.0,0,0,150.0,0
836,90,0,1.0,0,0,350.0,0
1525,90,2,2.0,1,0,500.0,0
244,90,2,2.0,1,0,600.0,0
69,90,3,2.0,0,0,500.0,0
1525,90,3,1.0,0,0,450.0,0
1185,90,3,1.0,0,0,400.0,0
1224,90,3,2.0,0,0,500.0,0
1311,90,3,2.0,0,0,500.0,0
1821,90,3,1.0,0,0,100.0,0
1334,90,3,1.0,0,0,400.0,0
1104,90,4,2.0,1,0,800.0,0
762,90,5,2.0,0,0,500.0,0
1416,90,2,3.0,0,0,1200.0,0
1334,90,5,3.0,1,1,1300.0,0
1525,90,0,2.0,1,0,750.0,0
1519,90,0,2.0,1,0,800.0,0
1631,90,4,2.0,0,0,700.0,0
674,90,2,2.0,1,0,500.0,0
498,90,0,3.0,1,0,1300.0,0
250,90,5,2.0,1,0,700.0,0
1391,90,0,2.0,1,0,650.0,0
1334,90,0,2.0,0,1,800.0,0
332,90,2,2.0,1,0,700.0,0
195,90,2,1.0,1,0,450.0,0
499,90,0,2.0,1,1,750.0,0
1525,90,2,2.0,1,0,500.0,0
1525,90,0,2.0,1,1,800.0,0
546,90,2,2.0,1,0,550.0,0
1529,90,2,2.0,0,0,600.0,0
178,90,4,1.0,1,0,350.0,0
1326,90,2,2.0,1,0,500.0,0
1525,90,0,2.0,1,0,550.0,0
1391,90,0,2.0,1,0,650.0,0
187,90,0,1.0,0,0,300.0,0
1569,90,0,2.0,1,0,500.0,0
1334,90,0,2.0,1,0,600.0,0
1334,90,0,2.0,1,0,650.0,0
1525,90,0,2.0,0,0,500.0,0
1525,90,0,3.0,1,1,1000.0,0
227,90,0,2.0,0,0,650.0,0
1334,90,4,2.0,1,0,500.0,0
58,90,4,2.0,1,0,500.0,0
178,90,3,2.0,1,0,500.0,0
1101,90,4,2.0,1,0,700.0,0
1731,90,4,2.0,1,0,600.0,0
1631,90,4,2.0,0,0,700.0,0
1519,90,0,2.0,1,0,600.0,0
1104,90,0,3.0,1,0,1000.0,0
1519,90,0,3.0,1,1,1200.0,0
1519,90,2,1.0,1,0,450.0,0
250,90,0,2.0,1,0,550.0,0
1293,90,0,2.0,1,0,700.0,0
1334,90,0,4.0,1,1,2000.0,0
195,90,2,1.0,1,0,450.0,0
499,90,0,2.0,1,1,750.0,0
1525,90,2,2.0,1,0,500.0,0
1525,90,0,2.0,1,1,800.0,0
1311,90,0,2.0,0,0,800.0,0
1529,90,2,2.0,0,0,600.0,0
1525,90,0,2.0,1,0,550.0,0
187,90,0,1.0,0,0,300.0,0
1334,90,0,2.0,1,0,600.0,0
1334,90,0,2.0,1,0,650.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
1089,89,5,3.0,1,1,1800.0,0
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
1311,90,0,1.0,0,0,400.0,0
1386,90,0,2.0,1,0,500.0,0
178,90,0,1.0,1,0,250.0,0
1279,89,3,2.0,0,0,500.0,0
1311,89,0,1.0,0,0,400.0,0
1311,90,3,1.0,0,0,150.0,0
498,90,0,1.0,0,0,300.0,0
1266,90,3,1.0,0,0,150.0,0
1519,90,3,2.0,0,0,600.0,0
690,89,3,1.0,0,0,300.0,0
1311,90,3,1.0,0,0,100.0,0
332,90,0,2.0,0,0,650.0,0
830,90,3,1.0,0,0,200.0,0
830,90,3,1.0,0,0,200.0,0
244,90,3,1.0,0,0,200.0,0
332,90,0,2.0,0,0,650.0,0
1311,90,3,1.0,0,0,200.0,0
1334,90,3,1.0,1,0,350.0,0
1311,89,3,2.0,0,0,500.0,0
1707,90,3,1.0,0,0,200.0,0
1334,90,0,1.0,1,0,350.0,0
1334,90,0,1.0,1,0,450.0,0
830,90,0,1.0,0,0,350.0,0
550,89,0,2.0,0,1,900.0,0
519,89,0,1.0,0,0,400.0,0
1631,89,0,2.0,1,0,500.0,0
1411,89,0,2.0,0,1,900.0,0
1157,89,0,1.0,0,0,300.0,0
54,89,0,1.0,0,0,400.0,0
178,90,0,2.0,0,0,500.0,0
1380,90,0,2.0,0,0,550.0,0
1564,89,0,1.0,0,0,400.0,0
1266,90,4,1.0,1,0,150.0,0
830,90,0,1.0,0,0,300.0,0
1311,90,0,1.0,0,0,250.0,0
1239,89,0,1.0,0,0,100.0,0
1311,90,0,1.0,0,0,100.0,0
1311,89,0,1.0,0,0,250.0,0
498,89,0,1.0,0,0,300.0,0
498,90,3,2.0,1,0,550.0,0
1334,90,3,1.0,0,0,300.0,0
1311,90,3,1.0,0,0,100.0,0
332,90,0,2.0,0,0,650.0,0
830,90,3,1.0,0,0,200.0,0
830,90,3,1.0,0,0,200.0,0
332,90,0,2.0,0,0,650.0,0
1311,90,3,1.0,0,0,200.0,0
1334,90,3,1.0,1,0,350.0,0
1707,90,3,1.0,0,0,200.0,0
1334,90,3,1.0,0,0,450.0,0
498,90,3,1.0,0,0,300.0,0
1311,90,3,2.0,0,0,500.0,0
1519,90,3,2.0,0,0,500.0,0
1311,90,3,1.0,0,0,150.0,0
1311,90,3,1.0,0,0,100.0,0
1266,90,3,1.0,0,0,150.0,0
1311,90,3,2.0,0,0,500.0,0
550,90,3,1.0,0,0,300.0,0
1334,90,3,1.0,0,0,300.0,0
1311,90,3,1.0,0,0,200.0,0
1519,90,0,2.0,1,0,600.0,0
1104,90,0,3.0,1,0,1000.0,0
1519,90,0,3.0,1,1,1200.0,0
870,90,0,2.0,1,0,500.0,0
1100,90,0,3.0,1,0,1000.0,0
250,90,0,2.0,1,0,550.0,0
1293,90,0,2.0,1,0,700.0,0
1334,90,0,4.0,1,1,2000.0,0
589,90,2,2.0,1,0,850.0,0
195,90,2,1.0,1,0,450.0,0
1574,90,4,2.0,0,0,500.0,0
58,90,4,2.0,1,0,500.0,0
499,90,0,2.0,1,1,750.0,0
626,90,0,4.0,0,1,2000.0,0
1525,90,0,2.0,1,1,800.0,0
1595,90,0,2.0,0,0,750.0,0
178,90,4,1.0,1,0,350.0,0
836,90,2,1.0,0,0,400.0,0
1391,90,0,2.0,1,0,650.0,0
1334,90,0,2.0,1,0,600.0,0
1334,90,0,4.0,1,1,2000.0,0
589,90,2,2.0,1,0,850.0,0
195,90,2,1.0,1,0,450.0,0
1574,90,4,2.0,0,0,500.0,0
58,90,4,2.0,1,0,500.0,0
499,90,0,2.0,1,1,750.0,0
1525,90,0,2.0,1,1,800.0,0
1595,90,0,2.0,0,0,750.0,0
1525,90,0,3.0,1,0,1500.0,0
836,90,2,1.0,0,0,400.0,0
1380,90,4,2.0,1,0,600.0,0
550,90,0,2.0,1,0,500.0,0
627,90,0,2.0,1,0,600.0,0
192,90,0,1.0,1,0,350.0,0
187,90,0,1.0,0,0,300.0,0
550,90,0,1.0,0,0,300.0,0
1334,90,0,2.0,1,0,600.0,0
178,90,0,1.0,0,0,400.0,0
1525,90,0,3.0,1,1,1000.0,0
1391,90,0,2.0,1,0,650.0,0
1334,90,0,2.0,1,0,600.0,0
1525,90,0,3.0,1,1,1000.0,0
1334,90,4,2.0,1,0,500.0,0
58,90,4,2.0,1,0,500.0,0
178,90,3,2.0,1,0,500.0,0
1334,90,0,1.0,0,0,300.0,0
332,90,0,2.0,0,0,650.0,0
1532,90,0,2.0,0,0,600.0,0
1334,90,0,2.0,1,0,600.0,0
1564,90,0,1.0,0,0,350.0,0
1334,90,0,1.0,1,0,400.0,0
1141,90,0,1.0,0,0,200.0,0
1311,90,3,1.0,0,0,250.0,0
830,90,0,1.0,0,0,350.0,0
1311,90,0,2.0,1,0,650.0,0
1353,90,0,2.0,1,0,650.0,0
1334,90,0,2.0,0,0,500.0,0
187,90,0,1.0,0,0,400.0,0
984,90,3,1.0,0,0,100.0,0
870,90,3,2.0,1,0,600.0,0
984,90,3,1.0,0,0,100.0,0
870,90,3,2.0,1,0,600.0,0
498,90,3,1.0,0,0,300.0,0
880,90,3,2.0,0,0,550.0,0
332,90,3,1.0,0,0,450.0,0
1564,90,3,1.0,0,0,300.0,0
674,90,2,2.0,1,0,500.0,0
1101,90,4,2.0,1,0,700.0,0
1391,90,0,2.0,1,0,650.0,0
498,90,2,2.0,1,0,600.0,0
1311,90,0,2.0,0,0,800.0,0
178,90,4,1.0,1,0,350.0,0
1391,90,0,2.0,1,0,650.0,0
1334,90,4,2.0,1,0,500.0,0
178,90,3,2.0,1,0,500.0,0
1532,90,0,2.0,0,0,600.0,0
1311,90,3,1.0,0,0,350.0,0
1311,90,3,1.0,0,0,250.0,0
1334,90,0,2.0,0,0,500.0,0
1525,90,0,2.0,1,0,500.0,0
685,90,0,2.0,1,0,700.0,0
192,90,0,1.0,1,0,350.0,0
178,90,0,1.0,0,0,400.0,0
58,90,0,2.0,1,0,500.0,0
1391,90,0,2.0,1,0,650.0,0
187,90,0,2.0,0,0,500.0,0
178,90,3,2.0,1,0,600.0,0
836,90,0,1.0,1,0,200.0,0
1731,90,0,2.0,0,0,500.0,0
1338,90,0,3.0,0,1,1500.0,0
1656,90,0,1.0,0,0,400.0,0
178,90,0,1.0,1,0,200.0,0
332,90,0,1.0,0,0,450.0,0
178,90,0,1.0,0,0,400.0,0
1565,90,0,1.0,0,0,300.0,0
953,90,0,1.0,1,0,350.0,0
1578,90,0,1.0,0,0,400.0,0
332,90,0,1.0,0,0,250.0,0
1339,90,0,2.0,0,1,900.0,0
498,90,0,1.0,0,0,200.0,0
1386,90,0,1.0,1,0,450.0,0
1525,90,0,2.0,1,0,750.0,0
1326,90,3,1.0,0,0,350.0,0
244,90,3,1.0,0,0,300.0,0
1564,90,3,2.0,0,1,800.0,0
1311,90,3,1.0,0,0,300.0,0
867,90,3,1.0,0,0,300.0,0
1311,90,3,1.0,0,0,250.0,0
1370,90,3,2.0,0,0,500.0,0
836,90,3,1.0,0,0,100.0,0
1311,90,3,1.0,0,0,200.0,0
830,90,3,1.0,0,0,200.0,0
830,90,2,1.0,0,0,300.0,0
311,49,0,2.0,1,0,500.0,0
308,49,2,2.0,1,0,600.0,0
1519,49,4,3.0,1,1,1000.0,0
488,90,2,1.0,1,0,400.0,0
1575,49,2,2.0,0,0,600.0,0
1334,49,0,4.0,0,1,2500.0,0
1631,90,0,2.0,0,0,700.0,0
1334,90,0,1.0,0,0,400.0,0
830,90,0,1.0,0,0,350.0,0
1713,90,0,1.0,0,0,300.0,0
1353,90,0,2.0,1,0,650.0,0
250,90,0,1.0,0,0,300.0,0
1386,90,0,1.0,1,0,450.0,0
178,90,0,1.0,0,0,150.0,0
1334,90,0,2.0,1,0,800.0,0
867,90,0,2.0,0,0,600.0,0
498,90,0,1.0,0,0,250.0,0
1334,90,0,1.0,0,0,400.0,0
1353,90,0,1.0,0,0,300.0,0
1525,90,3,1.0,0,0,400.0,0
498,90,0,1.0,0,0,200.0,0
1334,90,3,1.0,0,0,300.0,0
192,90,3,1.0,0,0,200.0,0
1279,90,3,2.0,0,0,500.0,0
1334,90,3,2.0,1,0,500.0,0
178,90,3,1.0,0,0,150.0,0
178,90,3,1.0,1,0,300.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
1519,90,0,2.0,1,0,600.0,0
1104,90,0,3.0,1,0,1000.0,0
1519,90,0,3.0,1,1,1200.0,0
250,90,0,2.0,1,0,550.0,0
1293,90,0,2.0,1,0,700.0,0
1334,90,0,4.0,1,1,2000.0,0
195,90,2,1.0,1,0,450.0,0
499,90,0,2.0,1,1,750.0,0
1525,90,0,2.0,1,1,800.0,0
187,90,0,1.0,0,0,300.0,0
1569,90,0,2.0,1,0,500.0,0
1334,90,0,2.0,1,0,600.0,0
1525,90,0,3.0,1,1,1000.0,0
58,90,4,2.0,1,0,500.0,0
178,90,3,2.0,1,0,500.0,0
332,90,0,2.0,0,0,650.0,0
1334,90,0,2.0,1,0,600.0,0
1141,90,0,1.0,0,0,200.0,0
1311,90,0,2.0,1,0,650.0,0
187,90,0,1.0,0,0,400.0,0
867,90,0,1.0,0,0,300.0,0
1519,90,0,2.0,1,0,500.0,0
1525,90,0,1.0,0,0,450.0,0
1334,90,0,2.0,1,0,600.0,0
178,90,0,1.0,1,0,350.0,0
1311,90,3,1.0,0,0,300.0,0
1386,90,0,2.0,0,0,500.0,0
1631,90,3,2.0,0,0,700.0,0
519,90,0,1.0,0,0,400.0,0
1391,90,0,2.0,0,0,650.0,0
759,90,0,1.0,1,0,150.0,0
1334,90,0,2.0,0,0,850.0,0
1525,90,0,2.0,0,0,500.0,0
231,90,0,1.0,0,0,400.0,0
1656,90,3,1.0,0,0,300.0,0
1311,90,0,1.0,0,0,400.0,0
1147,90,0,2.0,0,0,500.0,0
1778,90,0,1.0,0,0,150.0,0
1371,90,3,2.0,0,0,600.0,0
876,90,3,1.0,0,0,400.0,0
830,90,0,1.0,0,0,400.0,0
1334,90,0,1.0,1,0,400.0,0
58,90,0,2.0,1,0,500.0,0
1311,90,3,1.0,0,0,400.0,0
1449,90,0,1.0,0,0,400.0,0
1311,90,0,1.0,1,0,200.0,0
1519,90,0,3.0,0,0,1400.0,0
187,90,0,1.0,0,0,300.0,0
332,90,3,1.0,0,0,450.0,0
1738,90,0,1.0,0,0,300.0,0
663,90,3,2.0,1,0,500.0,0
1519,90,0,1.0,1,0,400.0,0
1334,90,0,2.0,0,0,600.0,0
1707,90,3,1.0,0,0,200.0,0
202,90,3,1.0,0,0,300.0,0
1537,90,0,1.0,0,0,450.0,0
1334,90,0,1.0,0,0,400.0,0
1631,90,3,2.0,0,0,700.0,0
1334,90,3,1.0,0,0,400.0,0
178,90,3,2.0,0,0,500.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
1673,105,5,4.0,0,0,70.0,0
115,140,0,2.0,0,0,25.0,0
427,70,1,3.0,0,0,800.0,0
617,132,5,1.0,0,0,10.0,0
115,78,0,2.0,0,0,20.0,0
338,52,5,2.0,0,0,400.0,0
1034,70,5,3.0,0,0,1000.0,0
17,119,2,3.0,0,0,50.0,0
484,119,0,4.0,0,0,75.0,0
621,37,2,1.0,0,0,7.0,0
163,128,5,2.0,0,0,20.0,0
273,65,2,1.0,0,0,7.0,0
368,53,2,2.0,0,0,20.0,0
67,91,2,3.0,0,0,40.0,0
305,58,2,1.0,0,0,7.0,0
1081,134,5,4.0,0,0,70.0,0
318,137,2,2.0,0,0,25.0,0
208,106,5,2.0,0,0,400.0,0
12,103,0,2.0,0,0,25.0,0
138,28,0,2.0,0,0,25.0,0
