,ID,Name,Cuisines,Address,City,Rating,Rating_text,Votes,Price Range,Latitude,Longitude,Online Delivery,Table Booking,Average Cost for Two,Photo_urls,Url
5359,5463,Negi Restaurant,North Indian,"3454, Near Mother Dairy, Daryaganj, New Delhi",New Delhi,0,Not rated,0,1,28.6411593000,77.2400213000,No,No,150,https://www.zomato.com/ncr/negi-restaurant-daryaganj-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/negi-restaurant-daryaganj-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5360,18390082,Aunty's Kitchen,North Indian,"Shop 7 & 8, Golcha Cinema, Daryaganj, New Delhi",New Delhi,0,Not rated,0,1,28.6448122000,77.2420496000,No,No,100,https://www.zomato.com/ncr/auntys-kitchen-daryaganj-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/auntys-kitchen-daryaganj-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5361,18294896,Kake Di Hatti Punjabi Khana,North Indian,"Shop 13/2, Tikona Market, Katra Chobey Lal, Daryaganj, New Delhi",New Delhi,0,Not rated,1,1,28.6413413000,77.2357696000,No,No,200,https://www.zomato.com/ncr/kake-di-hatti-punjabi-khana-daryaganj-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/kake-di-hatti-punjabi-khana-daryaganj-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5362,18317476,Lord's - The Sports Lounge,Finger Food,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi",New Delhi,0,Not rated,1,4,28.6463374000,77.2431197000,No,Yes,2000,https://www.zomato.com/ncr/lords-the-sports-lounge-daryaganj-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/lords-the-sports-lounge-daryaganj-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5363,18317479,London Eye - The Open Lounge,Finger Food,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi",New Delhi,0,Not rated,0,4,28.6464675000,77.2430748000,No,Yes,2000,https://www.zomato.com/ncr/london-eye-the-open-lounge-daryaganj-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/london-eye-the-open-lounge-daryaganj-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5364,18292467,Anupam Jalpan,North Indian,"Ansari Road, Daryaganj, New Delhi",New Delhi,0,Not rated,0,1,28.6450853000,77.2436136000,No,No,200,https://www.zomato.com/ncr/anupam-jalpan-daryaganj-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/anupam-jalpan-daryaganj-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5365,6678,Kaushal Dhaba,North Indian,"Opposite Delite Cinema, Asaf Ali Road, Daryaganj, New Delhi",New Delhi,0,Not rated,0,1,28.6410173000,77.2357105000,No,No,150,https://www.zomato.com/ncr/kaushal-dhaba-daryaganj-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/kaushal-dhaba-daryaganj-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5366,18397709,Iqbal's Mughal Cuisine,"North Indian, Mughlai","5051, Netaji Subhash Marg, Daryaganj, New Delhi",New Delhi,0,Not rated,0,2,28.6444725000,77.2414133000,No,No,500,https://www.zomato.com/ncr/iqbals-mughal-cuisine-daryaganj-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/iqbals-mughal-cuisine-daryaganj-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5367,18449652,Delhi 6 Foods,North Indian,"3787, Netaji Subhash Marg, Daryaganj, New Delhi",New Delhi,0,Not rated,0,1,0.0000000000,0.0000000000,No,No,300,https://www.zomato.com/ncr/delhi-6-foods-daryaganj-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/delhi-6-foods-daryaganj-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5368,2287,Samrat Restaurant,"North Indian, Chinese, South Indian, Fast Food","74-A, Near Gate 1, GTB Nagar Metro Station, Kingsway Camp Chowk, Delhi University-GTB Nagar, New Delhi",New Delhi,3.4,Average,173,2,28.6989923000,77.2051324000,No,No,700,https://www.zomato.com/ncr/samrat-restaurant-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/samrat-restaurant-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5369,6625,Domino's Pizza,"Pizza, Fast Food","85-87, Ground Floor, Mall Road, Timarpur, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",New Delhi,2.5,Average,109,2,28.6985993000,77.2058299000,No,No,700,https://www.zomato.com/ncr/dominos-pizza-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/dominos-pizza-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5370,3036,Slice of Italy,"Italian, Pizza, Bakery","2515, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",New Delhi,2.4,Poor,148,2,28.6955728000,77.2040764000,Yes,No,700,https://www.zomato.com/ncr/slice-of-italy-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/slice-of-italy-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5371,311962,Hookups Cafe & Lounge,"Chinese, Continental, North Indian","2nd Floor, 17, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,3.3,Average,113,2,28.6970729000,77.2045418000,No,Yes,850,https://www.zomato.com/ncr/hookups-cafe-lounge-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/hookups-cafe-lounge-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5372,3252,Apni Rasoi,"North Indian, Chinese","7, Mall Road, Kingsway Camp, Hakikat Nagar, Delhi University-GTB Nagar, New Delhi",New Delhi,2.8,Average,109,1,28.6984992000,77.2076173000,Yes,No,400,https://www.zomato.com/ncr/apni-rasoi-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/apni-rasoi-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5373,300883,Sagar Ratna,"South Indian, North Indian, Chinese","Gate 2, GTB Nagar Metro Station, Delhi University-GTB Nagar, New Delhi",New Delhi,2.4,Poor,147,2,28.6979196000,77.2077758000,Yes,No,600,https://www.zomato.com/ncr/sagar-ratna-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/sagar-ratna-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5374,9779,Southy,South Indian,"65, Mall Road, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",New Delhi,2.6,Average,138,1,28.6983664000,77.2062475000,Yes,No,450,https://www.zomato.com/ncr/southy-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/southy-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5375,2290,Tilak's The Diners,"North Indian, Chinese, Fast Food","Shop 121, Delhi University-GTB Nagar, New Delhi",New Delhi,3.1,Average,130,2,28.6988729000,77.2051338000,Yes,No,700,https://www.zomato.com/ncr/tilaks-the-diners-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/tilaks-the-diners-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5376,18456762,Moh Maya Cafe,"North Indian, Continental, Chinese, Italian, Lebanese","2527, Hudson Lane, 1st Floor, Delhi University-GTB Nagar, New Delhi",New Delhi,3.7,Good,49,3,28.6947030000,77.2041090000,No,Yes,1000,https://www.zomato.com/ncr/moh-maya-cafe-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/moh-maya-cafe-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5377,9453,Cafe Coffee Day,Cafe,"2526, Hudson Lane, Kingsway Camp, Near North Campus, Delhi University-GTB Nagar, New Delhi",New Delhi,3.2,Average,87,1,28.6947100000,77.2041824000,No,No,450,https://www.zomato.com/ncr/cafe-coffee-day-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/cafe-coffee-day-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5378,306847,Pitstop,"North Indian, Mughlai, Chinese","1965, Outram Lines, Delhi University-GTB Nagar, New Delhi",New Delhi,3.3,Average,85,2,28.7022489000,77.2057546000,Yes,No,600,https://www.zomato.com/ncr/pitstop-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/pitstop-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5379,9969,Qash Retro Bar,"Finger Food, North Indian, Italian","2512, 1st Floor, Hudson Lane, Kingsway Camp, Opposite Laxmi Dairy, Delhi University-GTB Nagar, New Delhi",New Delhi,2.7,Average,81,4,28.6958019000,77.2043621000,No,Yes,2000,https://www.zomato.com/ncr/qash-retro-bar-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/qash-retro-bar-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5380,5455,Laxmi Ice Cream,"Ice Cream, Desserts","H2, Hudson Line, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",New Delhi,3.7,Good,93,1,28.6968859000,77.2044507000,No,No,150,https://www.zomato.com/ncr/laxmi-ice-cream-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/laxmi-ice-cream-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5381,6646,Suresh Fast Food,"North Indian, Chinese","5, DDA Market, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",New Delhi,3.7,Good,91,1,28.6947235000,77.2052605000,No,No,250,https://www.zomato.com/ncr/suresh-fast-food-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/suresh-fast-food-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5382,7681,Korea Restaurant,Korean,"1612-G/F, Outram Line, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",New Delhi,3.0,Average,82,2,28.7012872000,77.2088089000,No,Yes,900,https://www.zomato.com/ncr/korea-restaurant-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/korea-restaurant-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5383,18350499,The Night Owl,Chinese,"Delhi University-GTB Nagar, New Delhi",New Delhi,2.8,Average,51,1,28.6991883000,77.2048468000,Yes,No,450,https://www.zomato.com/ncr/the-night-owl-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/the-night-owl-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5384,2279,Grain Bell Restaurant,"North Indian, Chinese","1, DDA Market, Outram Lines, Opposite BBM Depot, Delhi University-GTB Nagar, New Delhi",New Delhi,2.8,Average,81,1,28.7039175000,77.2105606000,Yes,No,450,https://www.zomato.com/ncr/grain-bell-restaurant-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/grain-bell-restaurant-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5385,7691,Aim Delhi Cafe,Cafe,"1611, Outram Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",New Delhi,3.4,Average,69,1,28.7012381000,77.2087640000,No,No,400,https://www.zomato.com/ncr/aim-delhi-cafe-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/aim-delhi-cafe-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5386,307894,Green Chick Chop,"Raw Meats, North Indian, Fast Food","G-18, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,3.1,Average,72,1,28.6949494000,77.2040261000,Yes,No,350,https://www.zomato.com/ncr/green-chick-chop-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/green-chick-chop-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5387,18273614,Chakhlo Food Court,"North Indian, South Indian, Chinese, Street Food, Fast Food","83, Ground Floor, Mall Road, Delhi University-GTB Nagar, New Delhi",New Delhi,2.6,Average,45,1,28.6986347000,77.2058893000,No,No,300,https://www.zomato.com/ncr/chakhlo-food-court-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/chakhlo-food-court-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5388,18219524,Singh Dhaba,North Indian,"Near Arya Bhatt College, G T Karnal Road, Industrial Area, Gujranwala Town, New Delhi",New Delhi,3.0,Average,4,2,28.6975254000,77.1863488000,No,No,600,https://www.zomato.com/ncr/singh-dhaba-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/singh-dhaba-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5389,18444811,Mr. Lobo,"Chinese, Fast Food","Shop 1, Local Shopping Complex, Derawal Nagar,  Phase 4, Gujranwala Town, New Delhi",New Delhi,3.0,Average,4,1,28.6991655000,77.1917845000,No,No,400,https://www.zomato.com/ncr/mr-lobo-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/mr-lobo-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5390,18245285,Chaat King,"Street Food, Fast Food","Shop 6 & 7, DDA Market, Near Pentamed Hospital, Gujranwala Town, New Delhi",New Delhi,0,Not rated,3,1,28.6991164000,77.1917396000,No,No,300,https://www.zomato.com/ncr/chaat-king-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/chaat-king-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5391,18124390,Shri Radhe,North Indian,"A-199, Gujranwala Town Part 1, Gujranwala Town, New Delhi",New Delhi,0,Not rated,3,1,28.7007076000,77.1840036000,No,No,250,https://www.zomato.com/ncr/shri-radhe-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/shri-radhe-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5392,18361754,Purani Delhi 6,"North Indian, Mughlai","98/11, Badi Madjid, G.T. Karnal Road, Gujranwala Town, New Delhi",New Delhi,3.0,Average,4,1,28.6924395000,77.1905019000,No,No,400,https://www.zomato.com/ncr/purani-delhi-6-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/purani-delhi-6-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5393,18358668,Aggarwal Sweets,"Street Food, Chinese","A-199, Gujranwala Town, New Delhi",New Delhi,0,Not rated,1,1,28.7006314000,77.1836813000,No,No,200,https://www.zomato.com/ncr/aggarwal-sweets-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/aggarwal-sweets-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5394,18361745,Republic of Chicken,"Raw Meats, Fast Food","251, Gujrawalan Town 3, Gujranwala Town, New Delhi",New Delhi,0,Not rated,1,1,28.6971907000,77.1940755000,No,No,400,https://www.zomato.com/ncr/republic-of-chicken-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/republic-of-chicken-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5395,312357,Hook Up,"North Indian, Continental","Shop 14, Pentamed Hospital Complex, LSC Derawal Nagar, Gujranwala Town, New Delhi",New Delhi,0,Not rated,1,2,28.6991568000,77.1916947000,No,No,500,https://www.zomato.com/ncr/hook-up-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/hook-up-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5396,18358207,Flavours Kitchen,"North Indian, Chinese","G-4, Local Shopping Complex, Gujranwala Town, New Delhi",New Delhi,0,Not rated,2,2,28.7014836000,77.1898079000,No,No,500,https://www.zomato.com/ncr/flavours-kitchen-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/flavours-kitchen-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5397,18464621,Om Ji Bhature Wale,Street Food,"G-6, Vardhman Royal Complex, Part 1, Gujranwala Town, New Delhi",New Delhi,0,Not rated,0,1,28.7017374000,77.1894954000,No,No,100,https://www.zomato.com/ncr/om-ji-bhature-wale-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/om-ji-bhature-wale-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5398,18464627,Jnm Mama Mafia,Fast Food,"Shop G-7, Vardhman Royal Plaza, Local Shopping Complex, Deraval Nagar Part 1, Gujranwala Town, New Delhi",New Delhi,0,Not rated,1,1,28.7015191000,77.1894379000,No,No,200,https://www.zomato.com/ncr/jnm-mama-mafia-3-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/jnm-mama-mafia-3-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5399,18431125,Kitchen199,"North Indian, Chinese","A-199, Part 1, Gujranwala Town, New Delhi",New Delhi,0,Not rated,1,2,28.7006555000,77.1839678000,No,No,600,https://www.zomato.com/ncr/kitchen199-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/kitchen199-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5400,18361743,Amul Ice-Cream Parlour,Ice Cream,"Ground Floor, North Gate Mall, Gujranwala Town, New Delhi",New Delhi,0,Not rated,0,1,28.6982502000,77.1919823000,No,No,200,https://www.zomato.com/ncr/amul-ice-cream-parlour-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/amul-ice-cream-parlour-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5401,18464633,Aap Ki Khatir,North Indian,"G-1, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi",New Delhi,0,Not rated,0,1,28.6988557000,77.1918129000,No,No,400,https://www.zomato.com/ncr/aap-ki-khatir-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/aap-ki-khatir-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5402,18449634,Peshawari Mehel,North Indian,"Shop 4, Plot 10, LSC, Derawala Nagar, Near Pentamid Hospital, Gujranwala Town, New Delhi",New Delhi,0,Not rated,0,1,28.6990208000,77.1921439000,No,No,400,https://www.zomato.com/ncr/peshawari-mehel-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/peshawari-mehel-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5403,18464637,Spices Affair,"North Indian, Mughlai","G-7, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi",New Delhi,0,Not rated,0,2,28.6988910000,77.1920352000,No,No,600,https://www.zomato.com/ncr/spices-affair-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/spices-affair-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5404,18361741,Noddy's,"Beverages, Desserts","Ground Floor, North Gate Mall, Gujranwala Town, New Delhi",New Delhi,0,Not rated,0,1,28.6982616000,77.1920054000,No,No,100,https://www.zomato.com/ncr/noddys-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/noddys-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5405,18364336,Cherry Berry,"Bakery, Desserts","State Bank Colony, Near Nanak Piau Gurudwara, GTK Road, Gujranwala Town, New Delhi",New Delhi,0,Not rated,0,1,28.6943365000,77.1899876000,No,No,200,https://www.zomato.com/ncr/cherry-berry-gujranwala-town-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/cherry-berry-gujranwala-town-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5406,312345,The Hudson Cafe,"Cafe, Italian, Continental, Chinese","2524, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,4.4,Very Good,1537,2,28.6949468000,77.2043172000,Yes,No,850,https://www.zomato.com/ncr/the-hudson-cafe-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/the-hudson-cafe-delhi-university-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5407,310592,The Vintage Avenue,"North Indian, Chinese, Continental, Italian","2516, Hudson Lane, GTB Nagar, New Delhi",New Delhi,3.9,Good,1439,2,28.6951234000,77.2038231000,Yes,Yes,800,https://www.zomato.com/ncr/the-vintage-avenue-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/the-vintage-avenue-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5408,18382697,Diet Dabba,"Healthy Food, Juices, Salad","Shop 15, DDA Market, Hudson Lane, GTB Nagar, New Delhi",New Delhi,3.7,Good,37,1,28.6944315000,77.2049891000,Yes,No,250,https://www.zomato.com/ncr/diet-dabba-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/diet-dabba-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5409,312755,Mid Night Khana,"North Indian, Fast Food","GTB Nagar, New Delhi",New Delhi,3.3,Average,30,1,28.7340902178,77.0955538005,Yes,No,400,https://www.zomato.com/ncr/mid-night-khana-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/mid-night-khana-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5410,18356808,Coalition Cafe,Cafe,"2530, 3rd Floor, Hudson Lane, GTB Nagar, New Delhi",New Delhi,3.4,Average,34,2,28.6945529000,77.2044316000,No,No,800,https://www.zomato.com/ncr/coalition-cafe-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/coalition-cafe-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5411,313492,Officer's Kitchen,"North Indian, Chinese","Shop 278, A Block, Gandhi Vihar, GTB Nagar, New Delhi",New Delhi,3.3,Average,27,1,28.7007738000,77.2212289000,No,No,300,https://www.zomato.com/ncr/officers-kitchen-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/officers-kitchen-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5412,18463997,The Mashup,Fast Food,"2528, 1st Floor, Hudson Lane, Kingsway Camp, Delhi University, GTB Nagar, New Delhi",New Delhi,3.2,Average,12,3,28.6947100000,77.2041824000,No,No,1100,https://www.zomato.com/ncr/the-mashup-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/the-mashup-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
5413,18472658,Oh Boy Lounge,"North Indian, Chinese, Continental","2527, Hudson Lane, 2nd Floor & Terrace, Delhi University, GTB Nagar, New Delhi",New Delhi,3.1,Average,5,3,0.0000000000,0.0000000000,No,No,1000,https://www.zomato.com/ncr/oh-boy-lounge-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/oh-boy-lounge-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
